sna,tot,lat,lng,流量,路徑
華中疏散門,12,25.01688,121.49534,84,05-29表格/華中疏散門.jpg
錦德公園,16,25.02332,121.49264,91,05-29表格/錦德公園.jpg
忠德公園,12,25.02516,121.49604,51,05-29表格/忠德公園.jpg
萬華國中,21,25.02922,121.4985,29,05-29表格/萬華國中.jpg
華江高中,22,25.02744,121.49619,133,05-29表格/華江高中.jpg
西園艋舺路口,24,25.03267,121.49757,81,05-29表格/西園艋舺路口.jpg
雙園國中,18,25.02673,121.49176,79,05-29表格/雙園國中.jpg
長順區民活動中心,26,25.03284,121.48908,100,05-29表格/長順區民活動中心.jpg
華江國小,23,25.03397,121.49029,84,05-29表格/華江國小.jpg
華江八號公園,20,25.03388,121.49293,120,05-29表格/華江八號公園.jpg
環河南雙園街口,15,25.03203,121.49127,69,05-29表格/環河南雙園街口.jpg
大理高中,37,25.03062,121.49021,53,05-29表格/大理高中.jpg
糖廍文化園區,14,25.03383,121.4946,107,05-29表格/糖廍文化園區.jpg
兩棵樹公園,17,25.03211,121.49502,53,05-29表格/兩棵樹公園.jpg
萬華青年公宅,23,25.02021,121.50376,145,05-29表格/萬華青年公宅.jpg
開封西寧路口,21,25.04662,121.50717,220,05-29表格/開封西寧路口.jpg
峨嵋停車場,29,25.04441,121.50541,240,05-29表格/峨嵋停車場.jpg
長沙公園,17,25.0417,121.49992,113,05-29表格/長沙公園.jpg
貓公園(中興橋頭),15,25.04367,121.50218,59,05-29表格/貓公園(中興橋頭).jpg
西本願寺廣場,30,25.04099,121.50769,314,05-29表格/西本願寺廣場.jpg
中華桂林路口,22,25.03771,121.50662,312,05-29表格/中華桂林路口.jpg
捷運龍山寺站(1號出口),30,25.03535,121.49938,346,05-29表格/捷運龍山寺站(1號出口).jpg
龍山國小,24,25.0355,121.49541,90,05-29表格/龍山國小.jpg
華西公園,23,25.03852,121.49881,242,05-29表格/華西公園.jpg
老松國小,28,25.03792,121.50177,178,05-29表格/老松國小.jpg
萬華火車站,19,25.03364,121.50322,55,05-29表格/萬華火車站.jpg
萬華火車站(D2廣場),17,25.03394,121.50117,84,05-29表格/萬華火車站(D2廣場).jpg
捷運龍山寺站(3號出口),23,25.03509,121.50199,48,05-29表格/捷運龍山寺站(3號出口).jpg
臺北市電影主題公園(峨嵋街),15,25.04445,121.50306,56,05-29表格/臺北市電影主題公園(峨嵋街).jpg
臺北市電影主題公園(康定路),15,25.04551,121.50318,82,05-29表格/臺北市電影主題公園(康定路).jpg
中華峨嵋街口,24,25.04345,121.50841,224,05-29表格/中華峨嵋街口.jpg
萬華266號綠地,15,25.0403,121.50197,156,05-29表格/萬華266號綠地.jpg
萬大國小(萬大路344巷口),18,25.02376,121.49986,42,05-29表格/萬大國小(萬大路344巷口).jpg
德昌街10巷口,10,25.02533,121.4996,55,05-29表格/德昌街10巷口.jpg
環河南和平西路口,20,25.03517,121.49048,30,05-29表格/環河南和平西路口.jpg
長順街60巷口,15,25.03119,121.48858,6,05-29表格/長順街60巷口.jpg
西園公園,14,25.0271,121.49775,41,05-29表格/西園公園.jpg
華江污水廠,20,25.03606,121.49163,37,05-29表格/華江污水廠.jpg
柳鄉公園,21,25.03718,121.49524,78,05-29表格/柳鄉公園.jpg
綠堤社區公園,22,25.03286,121.49301,64,05-29表格/綠堤社區公園.jpg
長順艋舺大道口,26,25.03035,121.49228,38,05-29表格/長順艋舺大道口.jpg
臺北魚市,20,25.01796,121.49988,31,05-29表格/臺北魚市.jpg
環南市場,14,25.0286,121.48908,17,05-29表格/環南市場.jpg
龍山國中,16,25.03646,121.50492,35,05-29表格/龍山國中.jpg
洛陽停車場,22,25.04776,121.50612,63,05-29表格/洛陽停車場.jpg
桂林昆明街口,20,25.03811,121.50362,113,05-29表格/桂林昆明街口.jpg
萬華國中_1,19,25.02926,121.49936,51,05-29表格/萬華國中_1.jpg
青年公園3號出口,20,25.02273,121.50271,247,05-29表格/青年公園3號出口.jpg
捷運龍山寺站(1號出口)_1,32,25.03548,121.50026,144,05-29表格/捷運龍山寺站(1號出口)_1.jpg
臺大水源舍區A棟,37,25.01493,121.53044,169,05-29表格/臺大水源舍區A棟.jpg
臺大卓越研究大樓,32,25.01466,121.52917,129,05-29表格/臺大卓越研究大樓.jpg
臺大水源修齊會館,18,25.01411,121.52997,177,05-29表格/臺大水源修齊會館.jpg
臺大檔案展示館,10,25.01391,121.52895,16,05-29表格/臺大檔案展示館.jpg
臺大水源舍區B棟,30,25.01525,121.53009,180,05-29表格/臺大水源舍區B棟.jpg
臺大男八舍東側,42,25.01729,121.54531,146,05-29表格/臺大男八舍東側.jpg
臺大禮賢樓東南側,23,25.01408,121.53759,52,05-29表格/臺大禮賢樓東南側.jpg
臺大農業陳列館北側,45,25.01839,121.53404,242,05-29表格/臺大農業陳列館北側.jpg
臺大管理學院二館北側,11,25.01355,121.53673,24,05-29表格/臺大管理學院二館北側.jpg
臺大土木系館,10,25.01761,121.53844,39,05-29表格/臺大土木系館.jpg
臺大大一女舍北側,53,25.01547,121.53436,87,05-29表格/臺大大一女舍北側.jpg
臺大女九舍西南側,30,25.01937,121.53902,82,05-29表格/臺大女九舍西南側.jpg
臺大小福樓東側,20,25.01846,121.5376,151,05-29表格/臺大小福樓東側.jpg
臺大立體機車停車場,27,25.01616,121.54251,21,05-29表格/臺大立體機車停車場.jpg
臺大工綜館南側,26,25.01857,121.54059,127,05-29表格/臺大工綜館南側.jpg
臺大天文數學館南側,19,25.02108,121.53783,79,05-29表格/臺大天文數學館南側.jpg
臺大心理系館南側,16,25.01941,121.5404,60,05-29表格/臺大心理系館南側.jpg
臺大樂學館東側,10,25.01793,121.53585,83,05-29表格/臺大樂學館東側.jpg
臺大農化新館西側,10,25.01627,121.53535,51,05-29表格/臺大農化新館西側.jpg
臺大五號館西側,10,25.01666,121.53718,36,05-29表格/臺大五號館西側.jpg
臺大舊體育館西側,33,25.0198,121.53583,148,05-29表格/臺大舊體育館西側.jpg
臺大共同教室北側,20,25.01595,121.53791,60,05-29表格/臺大共同教室北側.jpg
臺大共同教室東南側,12,25.01566,121.53786,56,05-29表格/臺大共同教室東南側.jpg
臺大鹿鳴堂東側,27,25.01511,121.53786,118,05-29表格/臺大鹿鳴堂東側.jpg
臺大公館停車場西北側,12,25.01345,121.53798,29,05-29表格/臺大公館停車場西北側.jpg
臺大第二行政大樓南側,10,25.01603,121.53635,37,05-29表格/臺大第二行政大樓南側.jpg
臺大明達館機車停車場,10,25.01754,121.54398,50,05-29表格/臺大明達館機車停車場.jpg
臺大二號館,10,25.01699,121.53574,33,05-29表格/臺大二號館.jpg
臺大凝態館南側,20,25.02157,121.53633,50,05-29表格/臺大凝態館南側.jpg
臺大社科院西側,42,25.02053,121.54145,156,05-29表格/臺大社科院西側.jpg
臺大社會系館南側,25,25.01987,121.54175,111,05-29表格/臺大社會系館南側.jpg
臺大思亮館東南側,10,25.02074,121.53906,21,05-29表格/臺大思亮館東南側.jpg
臺大椰林小舖,25,25.01561,121.53583,112,05-29表格/臺大椰林小舖.jpg
臺大計資中心南側,19,25.02036,121.53992,12,05-29表格/臺大計資中心南側.jpg
臺大原分所北側,12,25.01881,121.53868,15,05-29表格/臺大原分所北側.jpg
臺大校史館南側,10,25.01751,121.53569,0,05-29表格/臺大校史館南側.jpg
臺大生命科學館西北側,10,25.01548,121.53825,67,05-29表格/臺大生命科學館西北側.jpg
臺大第一活動中心西南側,40,25.01761,121.53995,292,05-29表格/臺大第一活動中心西南側.jpg
臺大博理館西側,22,25.01922,121.54195,76,05-29表格/臺大博理館西側.jpg
臺大博雅館西側,56,25.0189,121.536,53,05-29表格/臺大博雅館西側.jpg
臺大森林館北側,10,25.01704,121.53888,20,05-29表格/臺大森林館北側.jpg
臺大一號館,19,25.01698,121.53455,92,05-29表格/臺大一號館.jpg
臺大小小福西南側,10,25.01539,121.53686,15,05-29表格/臺大小小福西南側.jpg
臺大教研館北側,11,25.01337,121.53909,49,05-29表格/臺大教研館北側.jpg
臺大四號館東北側,10,25.01703,121.53781,8,05-29表格/臺大四號館東北側.jpg
臺大新生教室南側,18,25.0196,121.53846,76,05-29表格/臺大新生教室南側.jpg
臺大鄭江樓北側,10,25.019,121.54305,33,05-29表格/臺大鄭江樓北側.jpg
臺大電機二館東南側,14,25.01857,121.54247,30,05-29表格/臺大電機二館東南側.jpg
臺大圖資系館北側,10,25.01804,121.53928,37,05-29表格/臺大圖資系館北側.jpg
臺大總圖書館西南側,30,25.0169,121.54031,147,05-29表格/臺大總圖書館西南側.jpg
臺大黑森林西側,20,25.01995,121.54347,70,05-29表格/臺大黑森林西側.jpg
臺大獸醫館南側,10,25.01791,121.54242,39,05-29表格/臺大獸醫館南側.jpg
臺大新體育館東南側,40,25.02112,121.53591,135,05-29表格/臺大新體育館東南側.jpg
